	Kingdom:Phylum:Class:Order:Family:Genus:Species
SV_1872	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1873	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1874	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:NA:NA
SV_1875	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium:NA
SV_1876	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1877	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Eikenella:NA
SV_1878	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1879	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Family XIII AD3011 group:NA
SV_1880	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_1881	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:UBA1819:NA
SV_1882	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1883	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_1884	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospira:NA
SV_1885	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:UBA1819:NA
SV_1886	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Parvimonas:NA
SV_1887	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1888	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Paludicola:NA
SV_1889	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelatoclostridiaceae:Erysipelatoclostridium:NA
SV_1890	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Johnsonella:NA
SV_1891	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Fenollaria:NA
SV_1892	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:Olsenella:uli
SV_1893	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1894	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Catonella:morbi
SV_1895	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1896	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Anaeroglobus:NA
SV_1897	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Fenollaria:NA
SV_1898	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:TM7x:NA
SV_1899	Bacteria:Bacteroidota:Bacteroidia:Sphingobacteriales:Lentimicrobiaceae:Lentimicrobium:NA
SV_1900	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_1901	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:NA
SV_1902	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_1903	Bacteria:Synergistota:Synergistia:Synergistales:Synergistaceae:Pyramidobacter:NA
SV_1904	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Family XIII UCG-001:NA
SV_1905	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Eubacterium] coprostanoligenes group:NA:NA
SV_1906	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NA:NA
SV_1907	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_1908	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:GCA-900066755:NA
SV_1909	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Anaerotruncus:NA
SV_1910	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_1911	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Dermabacteraceae:Helcobacillus:NA
SV_1912	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Merdibacter:NA
SV_1913	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_1914	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_1915	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Negativibacillus:massiliensis
SV_1916	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Candidatus Soleaferrea:NA
SV_1917	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:NA
SV_1918	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1919	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:NA:NA
SV_1920	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Colidextribacter:NA
SV_1921	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1922	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenellaceae RC9 gut group:NA
SV_1923	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:NA:NA
SV_1924	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_1925	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1926	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_1927	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1928	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:NA:NA
SV_1929	Bacteria:Proteobacteria:Gammaproteobacteria:Cardiobacteriales:Cardiobacteriaceae:Cardiobacterium:NA
SV_1930	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Johnsonella:NA
SV_1931	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1932	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1933	Bacteria:Actinobacteriota:Actinobacteria:Propionibacteriales:Propionibacteriaceae:Pseudopropionibacterium:propionicum
SV_1934	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Anaerostipes:NA
SV_1935	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Johnsonella:NA
SV_1936	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides:NA
SV_1937	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae NK4B4 group:NA
SV_1938	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hungateiclostridiaceae:Fastidiosipila:NA
SV_1939	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:DNF00809:NA
SV_1940	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_1941	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Anaerotruncus:rubiinfantis
SV_1942	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Colidextribacter:NA
SV_1943	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1944	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_1945	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] nodatum group:NA
SV_1946	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:NA
SV_1947	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Sutterellaceae:Parasutterella:NA
SV_1948	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Paludicola:NA
SV_1949	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Tuzzerella:NA
SV_1950	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Family XIII AD3011 group:NA
SV_1951	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_1952	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:delbrueckii
SV_1953	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_1954	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:TM7a:NA
SV_1955	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Tannerellaceae:Tannerella:NA
SV_1956	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Comamonadaceae:Delftia:NA
SV_1957	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Shuttleworthia:NA
SV_1958	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Limosilactobacillus:NA
SV_1959	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1960	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1961	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1962	Bacteria:Firmicutes:Bacilli:Acholeplasmatales:Acholeplasmataceae:Acholeplasma:NA
SV_1963	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenellaceae RC9 gut group:NA
SV_1964	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_1965	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_1966	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1967	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1968	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoanaerobaculum:NA
SV_1969	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1970	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Simonsiella:NA
SV_1971	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:crispatus
SV_1972	Bacteria:Firmicutes:Bacilli:Staphylococcales:Staphylococcaceae:Staphylococcus:NA
SV_1973	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:TM7x:NA
SV_1974	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Gardnerella:NA
SV_1975	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Parvimonas:NA
SV_1976	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1977	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1978	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1979	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Moraxella:NA
SV_1980	Bacteria:Proteobacteria:Alphaproteobacteria:Rhodobacterales:Rhodobacteraceae:Thioclava:NA
SV_1981	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Aeromonadaceae:NA:NA
SV_1982	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1983	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Oscillibacter:NA
SV_1984	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_1985	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Chryseobacterium:NA
SV_1986	Bacteria:Firmicutes:Clostridia:Peptococcales:Peptococcaceae:NA:NA
SV_1987	Bacteria:Verrucomicrobiota:Verrucomicrobiae:Opitutales:Puniceicoccaceae:NA:NA
SV_1988	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1989	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Micrococcus:NA
SV_1990	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1991	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_1992	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NA:NA
SV_1993	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1994	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-002:NA
SV_1995	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1996	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Family XIII AD3011 group:NA
SV_1997	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Oscillospira:NA
SV_1998	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Gordonibacter:NA
SV_1999	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_2000	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_2001	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_2002	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_2003	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Megasphaera:NA
SV_2004	Bacteria:Synergistota:Synergistia:Synergistales:Synergistaceae:Fretibacterium:NA
SV_2005	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Limosilactobacillus:NA
SV_2006	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:Olsenella:profusa
SV_2007	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2008	Bacteria:Bacteroidota:Bacteroidia:Sphingobacteriales:Lentimicrobiaceae:Lentimicrobium:NA
SV_2009	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:heparinolyticus
SV_2010	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2011	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_2012	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:TM7x:NA
SV_2013	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_2014	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Megasphaera:NA
SV_2015	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella:NA
SV_2016	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2017	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Faecalibacterium:NA
SV_2018	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_2019	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:NA:NA
SV_2020	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_2021	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:Atopobium:NA
SV_2022	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] brachy group:NA
SV_2023	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_2024	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_2025	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Clostridium] methylpentosum group:NA:NA
SV_2026	Bacteria:Firmicutes:Clostridia:Peptococcales:Peptococcaceae:NA:NA
SV_2027	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_2028	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Tyzzerella:NA
SV_2029	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:NA:NA
SV_2030	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:NA:NA
SV_2031	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_2032	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_2033	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_2034	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Facklamia:NA
SV_2035	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Colidextribacter:NA
SV_2036	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Family XIII AD3011 group:NA
SV_2037	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_2038	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] brachy group:NA
SV_2039	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoclostridium:NA
SV_2040	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_2041	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-010:NA
SV_2042	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] nodatum group:NA
SV_2043	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_2044	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:[Clostridium] innocuum group:NA
SV_2045	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:F0332:NA
SV_2046	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Selenomonadaceae:Selenomonas:NA
SV_2047	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2048	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Eikenella:NA
SV_2049	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Roseburia:NA
SV_2050	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2051	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2052	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:NA:NA
SV_2053	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Shuttleworthia:NA
SV_2054	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Stomatobaculum:NA
SV_2055	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_2056	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Dialister:NA
SV_2057	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2058	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2059	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Rothia:NA
SV_2060	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoanaerobaculum:NA
SV_2061	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2062	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2063	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] brachy group:NA
SV_2064	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:NA
SV_2065	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_2066	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_2067	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2068	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2069	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2070	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Aeromonadaceae:NA:NA
SV_2071	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Anaerotruncus:NA
SV_2072	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_2073	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_2074	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_2075	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelatoclostridiaceae:Erysipelatoclostridium:NA
SV_2076	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_2077	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_2078	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_2079	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Ruminococcus:NA
SV_2080	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_2081	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Holdemania:NA
SV_2082	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Angelakisella:NA
SV_2083	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_2084	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2085	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Stomatobaculum:NA
SV_2086	Bacteria:Firmicutes:Bacilli:Staphylococcales:Gemellaceae:Gemella:NA
SV_2087	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Stomatobaculum:NA
SV_2088	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_2089	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Barnesiellaceae:Barnesiella:NA
SV_2090	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Dorea:NA
SV_2091	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_2092	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_2093	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:HT002:NA
SV_2094	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_2095	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_2096	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Roseburia:NA
SV_2097	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:NA
SV_2098	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_2099	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:socranskii
SV_2100	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:marshii
SV_2101	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_2102	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_2103	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Paludibacteraceae:F0058:NA
SV_2104	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2105	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_2106	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Ruminococcus:NA
SV_2107	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Eubacterium] eligens group:NA
SV_2108	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_2109	Bacteria:Firmicutes:Clostridia:Oscillospirales:Butyricicoccaceae:Butyricicoccus:NA
SV_2110	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Family XIII AD3011 group:NA
SV_2111	Bacteria:Firmicutes:Clostridia:Oscillospirales:Butyricicoccaceae:Butyricicoccus:NA
SV_2112	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_2113	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Anaerotruncus:NA
SV_2114	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:[Clostridium] innocuum group:NA
SV_2115	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Tyzzerella:NA
SV_2116	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Negativicoccus:NA
SV_2117	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_2118	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Clostridium] methylpentosum group:NA:NA
