pathway	DNA_1	DNA_2	S_101	S_102	S_103	S_104	S_105	S_106	S_107	S_107a	S_108	S_109	S_110	S_111	S_112	S_113	S_114	S_115	S_116	S_117	S_118	S_119	S_120	S_121	S_122	S_123	S_124	S_125	S_126	S_127	S_128	S_129	S_130	S_131	S_132	S_133	S_134	S_135	S_136	S_137	S_138	S_139	S_140	S_141	S_142	S_143	S_144	S_145	S_146	S_147	S_148	S_149	S_150	S_151	S_152	S_153	S_154	S_155	S_156	S_157	S_158	S_159	S_160	S_161	S_162	S_163	S_164	S_165	S_166	S_167	S_168	S_169	S_170	S_171	S_172	S_173	S_174	S_175	S_176	S_177	S_178	S_179	S_180	S_181	S_182	S_183	S_184	H_450	H_451	H_452	H_453	H_454	H_455	H_456	H_457	H_458	H_459	H_459a	H_460	H_461	H_462	H_463	H_464	H_465	H_466	H_467	H_468	H_469	H_470	H_471	H_472	H_473	H_474	H_475	H_476	H_477	H_478	H_479	PCR_1	PCR_2	Spike_1_1	Spike_1_2	Spike_2_1	Spike_2_2
PYRIDNUCSYN-PWY	1918.2583459259522	5689.206403993886	6657.421845346459	5040.141058403109	1207.7730138424554	2694.9866627279393	8483.708521230003	41021.41507506211	43593.64656340427	1218.9679449104474	27611.45485703842	2686.692690217366	71206.31012923871	4639.525351278997	14730.374005437849	36466.9184252192	7891.990613371544	4854.138780603983	4983.653231853642	21837.206912683327	41081.96116908221	9675.497957307865	2609.537875777167	2975.9208708594483	1311.8207837962714	5054.643141744012	5093.649392036261	4176.307831907117	5746.287437617763	1345.397040852909	9025.39681175874	27302.13053948575	10990.619331993721	3521.0271982051186	9600.483152394128	6445.096380816437	4047.132971419365	1399.6625117891278	4219.910492008327	2261.3988735589874	3620.542075274136	19304.015065131076	4064.7455995051755	1544.7714526135542	4864.111705715248	674.715651970408	6258.475585519245	9882.863507501348	12132.085518312264	3424.97403814267	1433.5048597732596	1769.6886793804822	3264.8361095590385	2842.5361419570413	2023.7717727651172	12863.607074989779	2214.256248018434	17515.31225828993	4599.54904218717	8810.475020736867	2407.3889052376535	7304.621587264021	7989.003113430164	3141.5889038855858	10227.27931311956	4615.429631366937	3313.9044137493684	2860.931605247807	15219.650171536463	9154.616118448213	4911.671553344263	1717.3112674649128	2801.9621039839626	14169.195734918141	1485.9420591196638	1416.0694796819228	12611.756941558555	9382.787404279105	2932.7559561412318	2745.970953264372	3949.9884494461285	2872.080592790645	4691.418960400103	487.4358280106231	7761.241128440469	2649.4195225673443	2591.398917991512	16243.070875218606	19166.66244890877	9194.94986616322	10070.092894083273	9017.01755411792	6315.826728315737	19398.318349284098	3956.3636185359737	2391.5528293850066	10659.753167744608	4566.4922705792305	12002.753060725925	927.8336720589783	2978.1720470021505	1968.949444561269	11209.33461782332	1559.0231654942688	732.2686029597622	681.133304153246	1197.6196572154768	1623.113712513123	3285.510749524169	1787.0492945272017	1998.6568398157215	5101.486667641033	1444.4576124959356	8571.663876877054	3496.754838032892	8565.627805541973	5287.935578212235	4923.547010192741	1428.1039040208664	5952.794064700972	75371.66247492348	34102.20828499364	1796.810355535128	3079.914740616909
PYRIDOXSYN-PWY	701.3904723903813	2491.384128623986	5105.014615232218	3641.9771651243655	740.9965203153903	867.5886615107357	7463.458607434629	9878.71233445594	28641.496878871058	751.1644035367567	2105.782427633018	891.4330272885246	26711.932993495702	2834.8009497749626	5402.727162468617	6878.743841224013	5224.864664110509	3383.342252199325	3328.5484885832916	11033.037009627586	37006.34238546114	5968.392078664473	2159.906289879154	1291.4927494338933	690.9882677386198	3739.359362104118	2468.60552310294	1947.0899287290652	2764.399119044541	717.2892629960704	3903.185333044647	3506.488443056287	6612.627075141938	3250.5051087544116	6153.986231436565	4394.132149420094	1347.3957229284342	567.1848189806502	4121.455840707256	2088.855301331509	1373.1987262966234	14171.628694100711	3734.8240284365975	1076.727507004492	2756.8464290579623	455.0790836177555	4494.058604411844	7140.081286184131	13435.042443553632	2122.8185970552354	629.8331314353617	2003.287393621458	2347.8040892837253	1539.998703001131	942.1972738059027	11328.250058027766	1147.0559087521558	4529.28072490237	1601.8896096049002	7110.280667526446	2236.5482712217295	2450.521426255526	6755.444329995924	2022.6384160158	4982.52939718276	3622.602645150058	1654.5111639007182	1868.648871063211	14808.80191448205	5087.58818922569	5871.830199443162	1023.886731686506	2525.251293368188	10615.1119099327	1167.1911631971695	1142.0203609631765	10601.849646567167	6206.197757398378	795.1838996149627	1460.0675497831958	736.5891450968154	1988.6751205471533	1649.597243828183	222.7119562835078	7135.340915135629	1422.1813307866532	3901.4300541828297	4954.053239141092	3309.474082597994	8392.650717800045	10687.884610153747	5681.895005540792	2488.0847272258684	4337.825745017449	1589.7178310013107	92.23752448872379	5295.332519083167	3983.7673790998447	11876.593665739969	197.91189967074553	1760.2593649305593	613.5383373276404	4070.2476693045314	894.2064074781306	265.9050217478969	468.5649575824808	542.9550427213072	590.5326469824529	1490.9018882841851	1227.742295872506	803.1896119533777	1855.1860169244055	1373.7788428231333	4042.7968888435676	1817.1222933203153	8210.383095738725	2967.6220412158104	954.9562443638386	910.3791072089482	3680.209613175393	74634.18316429245	32471.4189956487	749.8767857752156	1533.0324591111037
REDCITCYC	1012.0495089862538	3747.6589821612197	12254.322992151661	9730.46534477761	1998.8275175067179	5621.877109867625	6958.8049506850375	48274.171822541735	23952.60759403625	2204.1316187091506	29476.496142030464	1779.2451215798146	76368.08041233975	4324.545697877078	8029.933375559197	31150.6134785395	8525.436820441515	4184.074514849459	4733.301209966725	12449.247525571036	49362.428483691714	7310.958741249039	4158.0861818814565	6751.110780872956	1761.8906278126417	4595.351262406022	4239.601133931286	5507.48316714082	6251.884839449467	9236.897146494133	8945.66425850909	24543.306103539144	11105.590661323933	4546.5828024958755	10893.968837338534	8242.224139431442	68740.92651293642	1076.2326650927864	4454.191616659509	3945.698133759156	2615.058442787676	20857.584739527432	3923.3457251046557	17529.357410006985	5688.866706200827	1430.7378293511256	7397.038224587771	13843.973307372731	15570.064698005752	4188.125077981423	1908.3269436017365	6348.529630803646	3999.361705329981	4032.421838780468	1868.7616818228648	13980.542751104895	3903.2147323944214	16913.39397401796	8002.352741745122	8472.864537350802	4050.0665055960944	5928.291695031591	9185.075558157736	3411.888249804108	10550.206328693104	6147.907042043711	2497.2036326840093	3687.07612608169	15328.619023835281	8511.87470276186	7667.78720127383	2610.631400963969	3722.7730860311513	11335.737351832382	2527.2568959519213	1988.1891941275358	13923.7892690274	10836.500699371398	3668.179234859749	4257.751395301102	6711.928017112611	3041.8795362777732	7563.33340244721	1238.3591492397022	8266.482100634481	3805.175869043701	4557.148497663366	19330.92473126896	16046.010587273391	10237.490650948917	13053.413355736699	8321.192018445709	7845.129160101978	8194.21601406063	6762.035128482082	2567.251325747943	11636.866179206623	10061.21100460831	10174.959996652202	1559.7188813607381	4429.684712026737	2250.6087021878907	11487.784518748353	1556.3604663196234	2731.078372059418	1370.0979915547425	2708.072806177176	1271.5865691903082	4768.78656926601	3182.206078602934	1854.3055533967129	10656.070017293177	3031.3421586323398	7367.452431706199	3432.4413293222387	11235.105811341266	5356.410097110896	6811.9378685928305	1998.3808794501226	5801.908319376893	3690.121831697074	13088.588637284114	171211.35945200315	151903.62001883922
RHAMCAT-PWY	690.1949563286048	3429.6678047658966	3905.6210455750725	4850.290300421264	556.8208869966296	284.3769414169217	6022.005059039478	1121.8801764785926	4365.908854976661	857.8004815137375	3586.8445082029475	1093.6070207832083	13592.626817612729	1828.3084966657116	5365.564218934123	6354.64969117525	4069.940670634821	2753.6596193533983	2663.162254951515	5041.234918596582	34061.3298883476	1997.2357690575743	1461.0338675384164	2148.5200599992722	634.2370337273284	2549.2881743898674	2079.6913704917324	5809.330537603077	3781.5103492814637	1064.351641728798	1670.4790970842732	4112.28930923887	2666.511989435121	1780.351018896717	2685.01698406167	3777.3548066911712	19453.160591158587	711.5263500063777	1663.9295965738313	977.3958965506603	2002.3922201624655	4599.082281044959	1950.6555289556952	1191.6605144060397	919.4637735963564	1342.3219770798275	1823.6253794260479	7258.701318880315	11037.693653729115	1244.1703678065035	1603.3221786152876	5277.336132865801	2267.968914988029	1749.138913060149	1933.897115097027	1716.1369580500163	4371.338388230074	1582.802445634178	1343.5303747620123	6933.544241652991	3148.723742239569	9635.680448140913	6296.920259582634	974.2284754620882	2131.7598695032552	2729.869483202187	2043.2212639943998	1436.9746363102176	2750.7976851115304	1453.3843126415063	941.0893949796449	760.7428749715526	1501.8722156663548	6510.150721524471	1456.9987233546929	850.8215599917804	5987.825501768524	4977.869875765468	6029.646271086811	2143.7513508438865	8472.16462817546	1370.0348819902426	2162.6638485796466	423.30612080048957	3234.496286620045	595.393773112251	1067.4895901932214	14204.905536193977	2730.186296794865	3489.1150345135247	2581.7199921605775	3133.8081690617028	1124.2656258959344	7649.756880301941	5889.317418069342	417.1183853563726	2738.564164203295	3318.202422326043	8953.170738208546	1660.9865967581807	1010.2111468027587	752.9117561939083	3318.5284866275424	634.9619771518107	1791.1150899156844	301.30023216220394	1967.9538290704477	528.3476161152258	2204.129605337251	586.7735719032657	1072.2054373467479	4613.319627154933	1021.538414322753	1118.589820410973	1977.578698460057	5016.149952251654	880.566121325207	985.929229366388	643.1577882248291	4080.1641893388014	72795.1512802679	31823.06069520634	669.5380694155181	1127.9624246304886
RIBOSYN2-PWY	3491.281796188224	6429.718418019332	36623.96780904992	29344.515159255123	10464.128527502688	17870.33178220839	12970.236591532741	73684.18667801336	89202.47840486748	4636.517769193246	46342.468275463776	8179.174663118467	145415.80049817308	13649.835566651916	30741.756540469316	69629.28164892086	25982.71805506537	22471.915197205002	8012.174393721614	34324.14576215076	45845.570093176226	15566.98827259141	16971.46826156917	20563.220645561963	6210.403786657755	6453.73457899359	15723.190388808773	15701.252702746398	22418.433482205215	10246.884132190082	20390.805206603578	65779.18809973536	37042.96354563939	22782.903806919494	36135.39852801005	12382.718773650775	79554.78442969196	2322.02038453357	9454.160576564782	7147.272662994046	6023.2157580326	56598.1094855992	7719.065993593594	36534.51212591998	66577.87884173	8815.820372070986	23542.492866807977	27284.197968451947	22418.07203514089	11238.01585170828	4692.228500069285	14937.097619193277	14721.699530643344	8104.577642436507	5282.978701220409	37524.447126108935	10538.422697711641	40413.26504219663	16027.514208333534	12771.427734918745	7861.935458061016	19154.300040331123	11760.28881026116	35660.12617702926	34574.46197131414	10319.129487844693	5252.283986308509	7980.899773745374	39146.55241015422	72264.94208245318	23482.783102664518	6375.770181842338	11980.347175513723	36142.57588562547	6366.395561898461	4938.747804959998	24288.729668995617	22638.289585183353	12172.133009481327	10887.94215998767	21300.622713319768	4958.191735855404	46358.959603225994	2252.2927600302687	28072.991035926116	9074.146198334493	23147.12074869371	50746.42505253557	75190.94428736939	20405.02315244312	95739.35504104251	29230.602925866384	74032.12661924251	63815.624546835854	23777.757936057693	6477.747161254044	42995.35069477987	17362.789842127273	22356.424648018285	5147.984173929056	7926.708287031831	3270.857816850491	28794.563622453345	10516.231191532697	13866.31466262517	2808.5729832154643	6454.47874201831	20467.893754172277	14728.09216532208	26066.798969536983	5837.163318208781	22333.006015310726	6117.98147497819	19373.575662401276	8978.69075330219	21970.614792962035	20851.829644247384	12347.288905962847	5491.957493201685	7375.195469729106	79139.78916562097	36126.16946552527	134098.59146605834	116170.13122673807
RUMP-PWY	300.2509023581334	242.32701382577864	0.0	59.93679577825034	0.0	17.98982836613581	29.96894267260255	35.992579162722436	1674.9086062370518	1071.5171981887863	0.0	53.817362698232245	14281.498337112323	83.65976078518968	778.2094767976274	224.5438002343841	123.26648411362974	194.42680908305067	116.51273626429735	167.3332259973139	707.9821650852996	83.76278477387127	0.0	0.0	0.0	0.0	498.35048304828354	87.3962934891429	76.34879284917878	8138.814199888463	98.79290007790303	1260.5282905192769	126.51430686100763	0.0	882.0444377938281	1075.4129932038775	95.95818367194786	197.20822385922187	0.0	1246.7702057138756	511.09063555595	164.7086057827858	212.3860271648563	1378.4060346806705	45.735230822008965	0.0	660.7702228326962	55.43634265639112	700.4601997476913	5.999244704704111	194.18538377531073	741.1244661163923	38.975035327264024	1333.222382220267	118.84027484857376	35.982731264268345	652.1126085432575	1714.8204362499887	2055.450262006466	23.98093360301845	19.175437956443073	1248.2266249317695	1142.1216950605815	0.0	26.98869857672968	56.866658098336885	95.11911331326927	98.52614078292292	1487.161725446136	260.49828607880744	0.0	92.37719952960526	0.0	270.2821443844241	16.784712858054853	0.0	802.2949077086557	1256.455232733352	0.0	1225.923077584651	41.96183087019141	20.97266245600469	11.998579896669401	551.4281123290206	0.0	59.7921762495916	0.0	1113.3749019540164	23.995586860320643	1504.90454551648	17.998471042308026	14.99586826543418	16.497845273613965	784.928815578626	1011.3309868727555	0.0	43.48243147672417	1612.124903376221	38.96957084654119	415.9720497047748	1512.4315946980232	946.66427962808	49.455720325014966	38.95206967245392	0.0	304.14170991951255	0.0	134.68714410580972	1503.108500311067	0.0	157.33343566390667	2313.0105441593732	1575.5592352012118	20.992783736049272	44.973678559763734	23.989045603085085	525.4636162166684	2030.7946187073314	20.971670832979218	208.66090044540147	0.0	2439.770885732324	131801.77877327753	114681.98462942246
SALVADEHYPOX-PWY	387.7329750719562	2342.2588269851985	650.8264847513105	903.1741854874333	284.41932571733	1023.4229193097042	6198.096094538442	568.2171365848441	3345.535887760161	146.4685211221644	201.88595079668573	596.2644045995978	6011.441052468071	1457.5826649704456	4260.336167422668	7352.1609544187695	969.5685358358518	579.5581380170186	2690.9990694401977	1397.5514000373857	4627.578697495502	844.5613101049512	366.1536497727495	716.1637596137093	348.7613696153262	3419.469299878435	1942.7261399494362	353.866664538193	3560.6336646291998	321.56921580881993	425.1046810267461	1295.367524298295	2492.947779044279	355.1732676174386	1191.9904673945794	614.0630257933622	147.34967029157443	299.8205095457287	4112.483839571478	1882.146298961644	883.5155005387219	1810.4912131631797	3816.586046869698	276.31092290137	361.4963310790433	158.14605407611634	3234.429176395765	1162.1104013935121	1613.0303367477493	763.6626264271238	160.42447521771783	387.36185918170446	270.79686612657645	438.4421374901108	424.8473791444001	4289.302953005662	566.469638094544	1136.0816756230136	280.15746531681765	3542.5565523194923	2733.4637915014487	1587.1786858522364	6409.914085881442	287.4291113931444	947.8306154963952	1432.1890344689784	782.8061663140587	1846.377213529305	6849.794902935623	371.58446354243176	4204.878120897978	401.7619561526122	212.5281252608419	2880.6619810580255	137.85350098091	355.0893226118051	3109.248433664586	1437.164686136422	434.163611305193	425.12787276919767	1390.9557608427215	376.69190469528223	612.4604894449396	75.87980926268271	3134.214857063595	378.8213716048947	737.220262752016	4074.218905440395	907.4571380969584	2727.951612869032	630.84359420386	671.4085540765291	834.7618567358842	4034.597296159045	1411.623269413847	438.88594797213193	802.4499942184013	1550.8377561190916	4185.081879530181	125.47420439607154	1311.5065805439199	504.09014405460266	2752.4036255592173	720.6809951766184	196.30834316935014	206.18430590969217	179.0614133223165	577.7915360755067	726.3125112069571	254.34460805433278	775.9467433593809	1360.6031934381633	86.59765308049276	1356.4698199312154	500.81215579830274	3226.7032713770795	1903.3989385722061	3747.828155274996	132.0346618702395	2728.0337741699545	44308.70713733792	19495.15475997286	146.4907721208297	338.0508657985422
SER-GLYSYN-PWY	4523.035889027347	8252.159694946547	32408.250952332404	29118.137151087973	10581.22063479956	14251.328397836543	14001.764057703776	105725.18709137707	69522.98964140432	5338.742108628683	80102.04591632295	8492.809425423475	109059.12813322416	12881.911821100983	28958.247503304883	51852.38141868097	24486.86032483476	20394.802212288836	9665.071464263341	32525.77793546007	54764.65007915738	16372.054144850312	21944.65030099882	19721.761850255178	6502.649683008473	7186.402060691077	18331.556928865262	12590.658082593189	20603.37227359977	10720.116535400044	19288.458437526522	62283.51145240503	37852.129615026846	30189.913186475067	33142.7139166373	12585.042446606913	81324.27340015655	3098.5291093075475	9528.2594171296	6335.807621300003	8118.997276988249	52280.430563311354	7971.278015712537	35641.7662648858	67615.89658344122	9363.916281829217	21607.438052080528	22248.00239837261	24025.307553953804	12124.34485135332	3745.75888609408	14212.646886202512	14331.073963888752	8338.41182046222	5537.344248468509	33615.59803853504	9745.763134732693	34963.68845566975	13440.456159550862	13172.157746092666	7846.957385706606	19724.65725950683	11286.944771040244	36206.50994212329	34093.214457079775	10439.747599296848	6809.621645560426	9201.737350263958	41368.608262074486	71935.73429474444	24787.580576613287	6446.232096869968	12493.190072698224	46201.92553328248	6584.3262938849475	5081.611985915203	25833.020648603968	28928.86666377379	10877.230768455789	12562.666872468664	17373.724166452514	7865.633289849448	48466.1307609138	3026.374185832965	25903.64400713817	6728.5845942652295	24470.679670781738	38602.88075671089	72308.09117221723	20445.29860024197	96737.35516183083	27587.34970212962	76634.10503178324	46412.748751369545	24624.985395355412	6423.173447706734	40164.55160200575	15717.229261253045	24085.15280859252	6039.960646388872	7634.105838928687	4402.467608278878	29855.98437208204	12149.988265636825	10860.745629778337	2717.2126897004096	6324.054254888827	24575.41284422161	18055.60134605075	29017.61464666426	7168.621702433834	19397.23519183722	6861.203760780423	24575.391116567436	13462.442084814931	21098.57433480705	23253.582663371388	12393.57284857019	5360.562839202596	9136.592462891462	79810.69432626186	36503.02542080012	133301.6935933707	116420.0197577157
SO4ASSIM-PWY	1276.6081265710075	3476.6024554429664	6069.163005832279	5157.7977239729735	6388.784017627774	5747.9112991667835	10602.63676091212	39012.11092628496	26287.896253998257	2117.8203247982597	16855.773938324557	2885.663173822187	65205.088515549585	6291.018966460036	2800.096429893813	14908.75747056077	10913.069223060675	13238.618365978906	4055.3923477208764	10312.046752075672	47477.95096645286	6665.06625247715	4010.2068806030998	6187.84061100265	2412.932030299979	4678.525500212745	5892.748610314379	6340.487435545214	6217.58739732835	6969.8344339549885	5885.770949640132	47607.753099302994	7752.665369923669	9506.562998326175	24292.907055128413	6380.961390480141	6809.957932396946	880.3544178084048	7936.687819513582	3455.8816456563445	2011.0971793719082	20217.49385055162	6438.754641246909	10081.474131830488	5264.097223791762	4497.631366828077	13313.733648720463	10040.480836516186	23745.555237773828	3371.9165712783497	651.4766352325707	5486.798706774621	4509.945254366548	2990.678299463085	946.6469090889309	11641.764295187924	3020.5843019124836	19959.18243521083	4332.338754076975	8640.762284774772	3715.41856394466	2879.6440815128317	8767.03206396339	10344.077327734385	6004.812479313285	5238.523581932981	2488.531153556509	2872.246129975493	16365.194992901166	9697.084359809387	12918.63171588733	2757.222899202511	3173.693808300668	8185.217195001437	3200.183949628395	1599.7947006079833	14859.00383636246	9992.380469866019	2779.7096012874417	5821.739870824229	5369.65542008121	2702.8442852610015	14067.343829717138	903.6952528716047	21266.67619959085	2763.848981997609	4786.168809752806	13233.263416246367	53000.22269691839	15825.39678210504	21865.85988152121	18569.31284305815	68239.80842560646	6177.738187726762	4276.664858031404	3326.777304152414	12441.641300952366	6231.192473448686	14363.803666560407	1759.1561712015664	4270.614266559261	1283.2667174519909	7845.171477655307	4386.680565390641	1799.0066076576263	1106.1887901024263	2499.3612763473525	1164.2871519967857	4671.979903275881	6845.262808463043	2527.8486840598057	8227.794787392002	3711.727485245596	7985.0878250432625	3347.2431888860874	10417.526883681674	4056.990903954366	5499.055732183396	1613.0280217746215	5181.0605188581585	98820.63408551655	42977.8853000432	146566.24738649873	129198.85621886989
SULFATE-CYS-PWY	2115.9135316747	5127.797023547367	11159.856351488954	9518.441423540626	8558.082190631067	8820.243158800258	12675.708914732017	58035.481020913416	40269.635420801555	3251.9237347674043	29010.127909007326	4610.742318203948	85586.84293482635	8897.56808055624	5589.021875165981	25158.78763857226	15908.161470850884	16624.810704153526	6124.127082188955	16845.37978376977	53707.34081643862	10047.489154838591	7406.6054169771805	10242.915522167754	3784.912373989857	6005.8014865968435	9484.320428008097	8997.324835329939	10239.962660137333	7847.952705205056	9782.801271877497	54769.28593686599	14009.229095757271	15519.956086413507	29313.555714121583	8819.624384595407	13930.545074033416	1451.6691291632142	8996.430912984613	4805.230686083231	3426.4684762551497	30845.091688966884	7494.784298718725	16663.733312263455	10850.5373147597	6460.607270684017	17413.619704979115	14597.35741624167	24710.212759064714	5715.521830973722	1210.4197583756743	8264.302187259878	7534.247194547101	4610.698814735565	1755.0657925514006	18612.40562481281	4874.352847564176	26749.77833023342	7074.472237713624	11155.70795180727	5370.870175375052	5434.003435701347	10357.979227327147	17362.021250882917	11092.130176669241	7440.838952068445	3811.988999696076	4422.078587402153	24748.965880356176	18774.828336507206	17812.347106732992	4104.288257654185	5517.1655291582465	15037.252506306602	4611.789070995401	2614.9706833525906	19381.315943051828	15788.05852826517	4769.22208177452	8500.669695521277	8874.717830950505	4207.154971775276	23555.784602923217	1481.2876196759967	24235.284450110004	4236.24038718874	8786.703566785058	21324.906380519402	62663.77375492342	18479.674948422675	38914.3274572686	23217.552875849742	73336.53540203384	12072.10129850078	7928.089429704586	4634.574685604368	20658.633893968046	9639.34717760242	18985.502547191558	2951.634992163621	5785.562373898277	2074.173006044225	13351.689120841058	6919.945735645094	3412.8961781829544	1680.0794334205334	3861.668327166735	2476.357249777435	8000.004268847977	12133.416807121099	3963.917648265348	12208.61681567367	5023.718657476323	12913.318228452954	5818.016158201704	14941.66377289831	7460.910928232847	8117.144484163487	2704.961690478616	6932.265470531911	92749.05589947104	41346.50288887951	138769.11482444455	121640.96945164782
TCA	2392.86908125699	6082.447293486276	16840.753974499537	20141.52975256375	3941.2945639859577	11450.561875546462	11852.078391457911	64490.18503658134	33244.87958933299	2741.9727732710085	37161.21190047892	3825.778141270427	102080.86964068357	8241.159481375702	13937.176592762116	37755.80237338511	14132.86775289077	9327.269341584226	6389.437268247145	18968.64041711847	52717.35004176947	10233.877281724126	6010.104635329902	17418.705744229115	3383.834365342238	5895.675270354016	10123.410414698279	7812.308045245514	12164.5209161193	10062.913336036563	12140.046694662595	42399.35584010241	28839.36592640042	9352.254133134336	15711.421569409256	9556.340943752895	82877.39982964285	1732.543405883926	7592.968584991458	5068.098622830025	4234.600587118569	31111.037349899307	6802.051337117253	28963.277404212018	10800.073619163431	2229.5089402290196	10186.110969321962	17885.894137166266	19851.192099850618	5532.939776372712	2406.2771537920503	8337.894842203412	5840.300952719867	4880.796365718004	2902.0659653715497	20254.20246139479	5463.234089877855	26787.48737318948	10353.761158019039	10924.387678705149	5710.317617715838	7974.677617052118	11155.746110767599	6145.349505952343	16757.992111544776	8050.920018516269	4062.3056457227894	4770.738316816746	24723.673179452166	13704.926506100684	14408.280543231222	3960.363388063066	6083.613710675169	21471.769324459412	3986.9771203320715	2803.309849262319	17589.092774306744	13735.50922139562	4835.588107641399	5768.943491090415	9303.658249882836	3841.0085924468126	26829.33710212595	1426.2916523753122	11798.09243996279	5223.341694093788	13435.781523769334	27054.38252806659	30104.81980197515	14263.038100544358	20572.428670781876	11850.27323139055	26783.165388519963	21147.170888221037	9910.854165247147	3516.2084235674483	18953.917833217278	12139.04934982661	19625.10638119282	2081.4133775816817	5494.626437411244	2453.5906478119255	17442.971978691727	4022.3323165088664	3993.8098341229493	1692.0770966972416	3711.528978436426	8137.399347147562	9055.6579215047	10930.8156293832	3835.8076543833185	14363.539548832341	3783.718287027794	10835.265473278003	6499.642878501712	15136.345569131014	10811.752627446373	8975.970868637905	2731.851795096388	7571.886151084794	103660.68369851506	47706.04581256569	181083.01535865985	160431.93897055756
TCA-GLYOX-BYPASS	335.71174665286117	3353.970346099392	3057.5747610855874	5076.546920915632	895.2879127758066	1799.2651626150741	9900.828735325456	45511.31717022147	11085.677662160842	1579.0762650926026	26597.04186804194	609.47348451312	27352.098576933324	1438.2402146611714	229.7443141234308	11735.957981657999	2196.9262094772603	1442.6198887341066	4468.560636807602	7771.7481924915965	46071.019461144	4655.203839413752	2548.665399269233	413.3130513368266	748.5445015166312	4765.038733630284	147.17043617748956	2881.6899896067002	3974.7622122439807	186.15768790315957	386.9550631369404	3036.8141653962375	5794.154376334157	3462.7193404082013	4789.848194696332	6304.539507470089	3156.225975393096	915.0412131833959	4522.884366970865	2577.805553714983	1949.5729207136696	7347.146358610792	4306.630717226375	2105.5654302313665	2740.9240167844023	168.33000957458106	4073.543996707663	9767.871201257325	15652.431246563974	2488.7661853523214	750.1654479539211	32.91602544631558	399.2222376392215	391.8585603247691	48.66346202269311	7681.5638580340155	600.6400404396034	936.3887084226502	1268.8623616663251	9409.045351048728	3055.5099836959084	2147.8795635984075	9604.463195621416	861.9665792877976	4120.412909682001	5843.283584149734	2247.807641053851	3027.4010462660376	6999.360183775824	2268.0643541497047	4354.140627167178	1955.7770884404138	2454.876378734174	5056.247100081921	2056.8101267289153	1266.6874531688204	13023.868543493058	6367.290490865221	1151.1936822356056	1565.1080306622862	1016.2417194227728	2732.5277634838117	479.41968524335664	335.6040477934661	5800.498606005506	483.954250676643	3290.1902656150983	2800.7428527092034	1049.3127128230265	9958.494189087824	5258.477948102102	4845.677515349905	3648.7810556411077	700.9959382397662	607.1665159016954	471.65088203163936	947.8107077986336	7403.859165742229	15727.942133938923	65.61252037279671	2599.220744947544	246.2557596118903	616.877862195286	1120.9338446832257	605.8846903981076	226.47061146150327	244.03773163978823	693.4227039638	832.7216533675908	752.5808157393743	993.2401888833954	1461.2711910482794	1865.2693592307983	1451.47086585293	2281.294264583706	11874.509739292305	1646.4418823055537	4300.007237510001	968.2804215591482	5463.382077561788	97620.44404102828	44408.3286349845	1024.1822484667116	4393.848330805364
TEICHOICACID-PWY	782.5149247546232	1597.9936171285606	3167.8182385030013	2162.8754326780795	773.6233409945982	1206.6294282628467	893.404543122064	899.5727433932793	7155.438183755823	977.3019113634906	10267.251827124961	815.0364127143139	14632.407870703642	2499.9866235994646	7860.427184259574	3855.4255548744873	2419.034823605086	1738.4532240072954	965.6869466531326	2170.5026061341287	5927.216310950187	1160.2292594676544	3316.0116021222634	3168.5472385025505	740.7348568581131	361.83717047286206	1734.8701016500954	2856.182528217808	3372.819174699358	6185.947930203444	2170.622721247906	4039.653941918202	2347.059927889488	3038.5439567466597	2829.3612542219657	1664.865024527618	17529.12541058618	509.34341750772046	885.3439776902446	1203.3258608953356	1138.5411494015307	3001.7315695632915	1029.4797141275617	8244.10056033449	596.2535803458417	451.8518312899761	1718.6138419952997	3096.740026180074	2154.4377174625934	717.2917196587005	1286.7522918521404	3515.4831571183468	1249.0085581791645	1994.2958360742743	1261.1422836507174	1868.7986041555566	2393.8916395216133	1955.9838413301427	2013.867348359377	1048.6704615484741	1704.9612188269396	5679.591257209866	1956.776427281853	1023.0464655970748	1046.811860725095	925.3391261474573	990.1638955330062	1236.9980915736226	2747.2391933014837	981.0336148318532	2939.106604936255	576.1673709849646	948.6269466817757	3288.9911421166876	870.2272394649782	443.04853033421796	1913.043090149326	4340.120132907594	2345.763403797849	1594.6208141437942	5296.033244093658	1448.6689657092447	2581.172611863735	581.6182022474472	1598.9602998373277	829.5237143964756	531.2799682802838	11100.488435036445	1656.2715315446878	1656.9955785380826	3395.1997570766007	1571.8839396762667	1014.0207747726674	8611.798344468401	4849.114497765106	656.8740606254447	2147.3258258992205	2222.582854446334	1273.433070987331	1001.4381777469356	1613.789602583431	1080.6420658767095	3137.333731572435	802.7647413588815	796.5422266109673	496.5421817987568	951.8402159970849	1107.0676361951612	2182.0094254865016	1702.47308458785	1139.4879097664318	4432.146720234241	1309.221998271802	4978.8969879729575	1564.5600690311276	1124.3145139182081	1610.2966672493121	2041.0095380796474	449.67484087994654	1476.615976038102	253.18828887161067	2569.575603895405	130210.29561736477	115355.29074148441
