	Absiella	Achromobacter	Acidaminococcus	Agathobaculum	Akkermansia	Alcaligenes	Alistipes	Alphaproteobacteria_unclassified	Anaerobutyricum	Anaerococcus	Anaerostipes	Anaerotignum	Bacteroidales_unclassified	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brevundimonas	Burkholderiales_unclassified	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Candidatus_Gastranaerophilales_unclassified	Catenibacterium	Cloacibacillus	Clostridiaceae_unclassified	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Clostridiales_unclassified	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Dakarella	Delftia	Desulfovibrio	Dorea	Duodenibacillus	Eggerthella	Enterobacter	Enterococcus	Erysipelatoclostridium	Escherichia	Eubacterium	Evtepia	Ezakiella	Facklamia	Faecalibacillus	Faecalibacterium	Faecalimonas	Faecalitalea	Fenollaria	Finegoldia	Firmicutes_unclassified	Flavonifractor	Frisingicoccus	Fusicatenibacter	Fusobacterium	Gemmiger	GGB1026	GGB1101	GGB1215	GGB1234	GGB1235	GGB1239	GGB1247	GGB1250	GGB1266	GGB1270	GGB1331	GGB1336	GGB13508	GGB1380	GGB1387	GGB1407	GGB1420	GGB1455	GGB1458	GGB1495	GGB1497	GGB1505	GGB1526	GGB1535	GGB1550	GGB1559	GGB1627	GGB1669	GGB1679	GGB1681	GGB1685	GGB2657	GGB2672	GGB273	GGB2733	GGB2734	GGB28826	GGB2975	GGB2998	GGB3002	GGB3005	GGB3109	GGB3111	GGB3161	GGB3167	GGB3170	GGB3175	GGB31765	GGB3189	GGB3204	GGB3215	GGB32350	GGB3236	GGB32430	GGB32478	GGB3256	GGB3267	GGB3277	GGB3278	GGB32804	GGB32862	GGB32884	GGB32905	GGB3293	GGB3303	GGB3304	GGB33097	GGB33328	GGB3341	GGB3344	GGB3345	GGB33462	GGB33468	GGB33469	GGB33490	GGB33586	GGB33594	GGB3363	GGB33927	GGB33960	GGB34295	GGB3433	GGB34350	GGB3469	GGB3475	GGB3480	GGB3486	GGB34873	GGB3496	GGB35083	GGB3523	GGB35325	GGB3548	GGB3550	GGB3582	GGB3586	GGB3607	GGB3609	GGB3612	GGB3614	GGB3619	GGB3623	GGB3633	GGB3637	GGB3653	GGB3654	GGB36854	GGB37166	GGB3731	GGB3733	GGB3744	GGB3746	GGB37896	GGB38021	GGB38043	GGB3819	GGB39291	GGB39755	GGB4239	GGB4256	GGB4266	GGB4361	GGB4491	GGB4542	GGB4549	GGB4552	GGB4566	GGB4567	GGB4569	GGB4570	GGB4571	GGB4578	GGB4579	GGB4585	GGB4599	GGB4604	GGB4611	GGB4642	GGB4655	GGB4659	GGB4664	GGB4676	GGB4684	GGB4687	GGB4689	GGB4694	GGB4700	GGB4703	GGB4704	GGB4706	GGB4710	GGB4713	GGB4715	GGB4716	GGB4733	GGB4745	GGB4749	GGB4750	GGB4754	GGB4768	GGB4769	GGB4770	GGB6006	GGB6007	GGB6010	GGB6012	GGB6020	GGB6123	GGB6124	GGB6132	GGB6518	GGB6520	GGB6544	GGB6577	GGB6606	GGB6608	GGB6612	GGB6613	GGB781	GGB9045	GGB9056	GGB9057	GGB9059	GGB9061	GGB9063	GGB9064	GGB9081	GGB9091	GGB9092	GGB9109	GGB9110	GGB9172	GGB9175	GGB9176	GGB9210	GGB9211	GGB9249	GGB9256	GGB9261	GGB9266	GGB9271	GGB9277	GGB9293	GGB9342	GGB9343	GGB9345	GGB9347	GGB9350	GGB9352	GGB9365	GGB9366	GGB9379	GGB9423	GGB9453	GGB9468	GGB9479	GGB9509	GGB9512	GGB9524	GGB9542	GGB9547	GGB9602	GGB9614	GGB9615	GGB9623	GGB9627	GGB9631	GGB9632	GGB9633	GGB9634	GGB9635	GGB9636	GGB9672	GGB9677	GGB9691	GGB9699	GGB9705	GGB9707	GGB9710	GGB9712	GGB9715	GGB9730	GGB9739	GGB9747	GGB9758	GGB9759	GGB9760	GGB9762	GGB9770	GGB9785	Holdemanella	Hungatella	Intestinibacter	Klebsiella	Lachnospira	Lachnospiraceae_unclassified	Lactobacillus	Lawsonella	Levyella	Longicatena	Mediterraneibacter	Megasphaera	Mesosutterella	Methanobrevibacter	Methanomassiliicoccus	Microbacterium	Mitsuokella	Mobiluncus	Morganella	Ndongobacter	Neglecta	Nissabacter	Odoribacter	Oscillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parvimonas	Peptoniphilus	Phascolarctobacterium	Pluralibacter	Porphyromonas	Prevotella	Prochlorococcus	Proteus	Pseudomonas	Raoultella	Romboutsia	Roseburia	Ruminococcaceae_unclassified	Ruminococcus	Ruthenibacterium	Stappia	Stenotrophomonas	Streptococcus	Streptomyces	Subdoligranulum	Sutterella	Tissierellia_unclassified	Tyzzerella	
454	16	268	24	14898	1260	238	1308294	288	47404	284	5514	142	22	13523448	17592	8794	78838	109424	158	10	370	19062	2452	48	53832	1348	8	8448	770	19774	109634	41274	174	4644	31338	168	0	1218	15840	5914	85574	4436	42	124	280	4748	14794	4212	0	10622	9396	372530	1428	294	356	632	29792	22764	2104	12652	340	5496	256	292	1088	564	1516	168	10	24	2310	70	184	130	208	1938	1344	1052	324	290	12	88900	4182	192	0	0	0	12	120	20	1056	27542	11516	598	784	4	170	772	40	396	168	1824	2636	9300	268	110	20	274	2454	0	140	622	10	2814	32	1578	1066	900	434	800	824	56314	4448	3484	10	5858	4	1254	276	2776	44	760	576	318	0	30	12092	4676	1414	612	1172	350	52	17190	1844	120	422	1152	374	2	434	975934	13288	396	692	194	742	428	3278	886	2886	498	352	6358	486	354	14992	934	14	52	52	108	454	1718	1702	0	2	1830	4625146	1290636	232	196	298	186	24	110	188	260	56262	316	556	16	784	388	0	318	106	50	336	604	52	8	156	32	374	72	24	86	2	48	0	104	4	16	144	290	0	226	270	436	46	240	230	50	1412	130	416	82	168	0	64	116	150	1230	2	554	1118	232	2190	62294	1738	52	2	1096	170	52	26	816	68	10	0	10	518	96	52	72	268	946	58	206	84	62	1782	178	30	964	26	428	130	280	134	52	30	102	50	13108	22724	56788	3334	734	608	36	218	2252	214	3204	3806	118	142	31104	5976	1402	9892	142	62	302	418	1262	4086	110	3046	10750	3876	284	108	1156	4360	108	250	90	36	10	784	1690	166	66	1342	240862	22	34	64	1300	77078	96	0	700	46	190	126	36	8	0	444	0	176476	108000	156634	10358	686	2	242	366	8	774	10276	692	54	1264	16	426	133170	8600	53572	8828	152	3364	406	8046	16118	870	42	654	HC
159	4	80	492	7894	314814	6	2892586	362	83578	74	22632	2724	6	11468654	22590	4686	474	203116	0	260	172	1784	76	24	12	270	118	3026	1258	31552	115376	60048	994	451362	145784	288	58	2	292	125098	248	368	2866	84	22	1018246	38302	500	2	34	904	687186	1128	1502	110	440	50868	8934	99354	58052	86	42798	28	266	6	962	1064	4	42	62	854	12	1124	688	115838	1750	3202	4520	238	8	2	121170	3542	30	0	0	142	104	4	10	6636	76672	7856	1344	0	752	0	222	2106	3092	490	2538	1110	7838	268	144	472	52912	932	2	28	5444	60	866	62	8570	18310	66080	298	734	954	9272	4250	3814896	134	15204	36	6166	90	1138	1726	1078	1184	72	46	544	3520	1068	2486	912	3826	19012	5556	310	29080	54	176	724	388	16	518	76628	1600	128	610	288	200	1082	29968	1438	2398	306	388	16810	1830	702	24180	614	36	510	180	208	294	3744	8512	56	0	72	22934	845034	30	0	1860	2204	96	80	272	366	396	64362	286	182	128	166	166	1034	352	94	188	72	374	298	903666	0	1842	272	0	9938	150132	804	0	5732	546	566	254	1980	0	59438	406	858	20	10	20	6	5028	122	232	0	0	126	0	4	20	0	0	168	44	48	534	8912	0	14	58	710	36966	16	422	158	68	40	148	22	156	2	1868	41232	17772	400	158	180	102	200	1358	158	1298	23474	16	1606	106488	2300	7716	58	18	300	8	11074	108172	1832	7094	942	1286	68	11486	28800	2068	18456	8102	684	2190	19420	24706	6550	17872	342	1040	644	690	12516	14906	1434	7064	1146	195398	2980	774	1778	13652	82	1024	78	6720	258	80	314	6600	390	19726	204538	120	2	34	238	76322	0	6	86	1662	396	194	4	5020	0	1550	0	313466	84460	350008	34462	136192	10	234	626	394	554	12436	4632	954	6020	118	972	296612	315442	219398	5986	18	2596	3200	23742	368662	986	136	1460	SF
172	30	274	100	50506	2412	252	1528208	15598	73920	426	83696	10856	10	7895032	556516	95006	74130	461970	142	8	1680	29032	2792	84	204	1482	1566	20832	7560	507188	434274	142478	54	4000	312190	346	0	1210	112	77370	1916	12724	1094	278	6058	24402	253390	15680	4	38	1020	2856490	5760	1696	266	4660	226834	35194	3002	126256	102	266490	76	476	116	310	6876	366	450	868	6576	2554	64	250	1978	1550	1810	872	496	44	12	111420	2484	262	0	4	4	16	8	20	766	17874	6422	2610	2	34	19104	398	2554	10048	8400	2812	1280	6322	6	138	360	340	3116	2	400	8250	560	1670	300	341342	10854	5652	2052	281962	7296	428398	6956	7074	2618	14864	36	29748	99216	874	2836	5178	4870	610	0	1508	20284	1096	1350	1902	6434	2150	898	42164	6792	58592	1036	1008	1564	16	1780	344864	9648	326	1976	1184	426	4450	7896	12752	10122	1218	1044	50208	2808	1850	382514	1216	1948	732	364	238	1950	66814	1744	2	8	5310	69080	45236	112	168	20	0	134	2464	10	138	90	420	516	4	134	348	0	372	3678	36	426	92	8	34	638	10	1192	10	2	106	654	0	0	102	2	18	164	372	0	574	944	530	386	296	48	0	4690	150	1712	2	0	0	0	100	100	1098	0	406	14	14	2740	1342	1746	4	184	2274	198	60	46	256	328	166	8	32	14	22	882	206	572	2374	82	430	142	254	2620	502	18	3928	24	6254	236	2036	110	11828	282	1078	126	2112	45506	422	89616	1360	1154	32	472	7844	1306	276816	1674	386	328	134814	34510	255412	41898	1830	944	23410	514	49640	74574	25702	27294	3296	1653376	360	448	4510	10836	216	3472	150	146	134	2436	5886	1676	55680	2788	121838	8990	642	42	2086	78216	102	0	60	458	1000	66	56	32	0	3332	0	212200	146540	637672	219592	12882	4	1706	302	170	1736	23726	9538	22	1120	226	1216	768780	1346764	1460486	9888	3132	3514	91836	18856	190200	52836	384	4406	SF
127	656	2	298	7968	2468	0	1243550	3332	717316	64	538774	174	0	2669000	221152	575578	450	3063174	0	12	150510	1432	898	14	438	44824	56	6046	5276	276652	359200	1761424	1050	13076	77850	6154	0	4	200	488874	106	212614	98098	218	3300	17224	157948	62674	0	32	4958	1277068	9204	714	318	1728	644492	12082	11526	553702	162	61948	16	424	94	4656	3406	56	56	134	1288	2358	920	122	1972	1744	1474	316	312	18	0	7554	958	50	0	0	6	210	232	2	226	9688	3842	6834	0	214	0	162	58	72410	2128	99602	37650	38570	0	412	150	349388	800	0	160	2232	186	1308	384	14770	1564	6540	1324	378450	9846	4362	60466	14830	422	11908	174	885818	142	3290	64	2388	2380	750	0	382	554	1460	11380	1622	6806	100	40934	1638	13118	508	5550	886	740	42	5282	86872	173478	471066	166398	16210	2090	17722	44272	24692	12288	704	7122	32570	2428	2942	21254	1824	18	3328	910	512	17072	10058	11780	0	0	276	78002	321626	30	120	335422	664	20	10208	12	404	160	852	28	2	1120	2	10	78	180	14	12	40	3794	140	1736	0	1938	74	160	532	168	0	46	1772	4	1230	10	2410	0	124	2500	7076	68	374	206	0	1228	518	782	0	2	0	2	6	14	0	48	56	210	648	2776	152	2	110	66	2796	364	28	116	110	12	156	16	46	14	6	104	1792	19386	3430	442	364	562	706	938	2024	68	2948	282	3926	680	590	102	116	20	786	89564	3578	344820	9222	256	68140	21356	1636	874	15508	556	12394	5336	1212	984	18022	23508	58168	38276	74906	894	1076	158706	108314	68900	10286	16566	1128	13166	850	450	3384	12204	296	918	52	95318	284	2640	6600	2092	110846	57900	2603926	22546	4	20	1116	205352	240364	0	116496	88	3348	240	38	316	0	45858	0	65444	62886	959096	8512	684	64	370	432	1446	284	1502746	8270	4	18214	1214	39450	682126	1025482	617140	138750	22	364	15084	2366	705196	602	38	2014	SF
165	114	22	0	1552	1896	0	918186	610	25234	588	27802	62	30	5812328	401808	594	23702	141976	2	80	118	24190	444	274	806	166	32	9238	2034	58390	269738	1650	178	2748	18696	447382	4	0	210	31688	92	3414	60	59226	424	12256	179598	5428	2358	1790	22740	926756	548	1252	6954	3046	35056	21786	1854	34660	24	119722	12	74	10	280	6	0	2	20	50	18	198	44	542	996	888	238	94	208	4	45564	1832	386	566	90	50284	56	2	66	464	9874	2678	684	0	110	0	2094	5324	814	1270	1022	1700	7800	6	52	120514	444	642	12	28	1878	196	50346	14	3306	6716	1066	56	724	1016	9354	1294	4642	116	3296	36	7802	108	6040	48	2364	1510	710	125754	52	6004	612	52	678	568	3600	6	528	1506	5578	132	32106	1232	4	2166	19802	2410	94	824	186	192	12080	6134	1434	3966	348	690	11082	2644	938	49480	396	2	394	266	56	548	6062	294	2	0	1792	11236	108358	28	0	4	0	12	96	238	296	13494	638	134	62	270	10	46	24	28	28	6	228	90	30	748	0	330	2	38	6	46	102	0	186	4	22	2	78	0	756	412	178	546	10	16	0	1592	346	748	18	14	0	10	6	58	150	68	82	374	14	664	770	0	154	12	664	212	44	3904	122	46	8	90	28	468	2	78	390	734	548	110	160	162	46	4582	402	60	2210	42	1914	188	348	14	54	2708	10	36	416	23530	89954	24	2908	720	82	328	3164	3178	91604	2838	322	19882	96210	14728	4800	27442	176	710	1936	390	16046	1402	204	17412	468	228430	624	270	11232	3486	1460	130562	20	482	296	84	720	1300	394	730	53402	18	28	3220	19720	6740	0	0	130	90	388	88	32	10269856	4	1252	68	110378	128338	235256	6202	26462	4	3652	48840	200	34726	3146	10288	4786	1237408	2602	974	504032	106818	224340	18078	2	7718	264	68376	208014	188	3078	820	SF
169	7706	48	0	32842	1585610	0	4729664	948	391722	300	285406	23646	2	16777710	468590	61872	552	1703696	36	14	46330	4244	250	32	26	794	16	4800	4870	467334	362182	490472	68264	10056	192384	1078	14	1000	230	344656	144	32850	136	34	98	167550	310982	34038	4	920	375008	565018	11202	2408	262	1072	111768	103930	27916	535580	36	199666	134	700	12	384	1860	12	2	7968	2394	62	78	216	5274	4538	8406	1136	106	46	12	194250	5532	4	0	0	174	12	6	0	254	70138	15454	2498	0	50	0	210	38	18226	1638	2240	8056	42224	2	122	108	430	1108	0	4	4084	168	18648	92	13868	10612	6482	728	5638	5588	6468	1636	32442	164	15740	328	4307610	88	49966	228	3392	1068	5984	38	1752	32406	1820	3988	1556	5116	80	834	3868	157956	5220	10660	710	1992	0	11534	75694	5820	2146	2424	588	2008	2438	84600	2616	12688	1544	2996	29240	1630	2192	8134	2702	24	2860	398	130	1116	8714	152	0	0	114	445474	54144	204	36	42	4	62	630	8	40	50	1070	544	204	2	0	2	2	46	6	6	138	40	34	1756	0	1344	0	6	14	90	16	0	2900	10	20	4	1360	0	154	1838	170	2	58	0	0	1826	102	994	0	0	0	0	2	0	6	0	2	92	136	32496	62	0	0	858	654	196	2	120	24	0	0	2	14	12	0	638	320	1796	7382	122	276	106	530	1666	458	22	8206	32	2152	562	1022	10	9004	56	2280	334	850	79084	922	26	66458	8560	468	2674	10468	2036	55156	11150	67630	3782	217420	43634	13320	53126	436	2966	894	322	10934	3116	262	15892	1338	174602	2226	494	5070	11714	84	2572	194	570	8	412	3922	3754	5422	70050	578368	82	44	80	794	695870	30	2	126	376	644	152	10	3972	102	25770	20	309884	506054	691058	27872	804	50	596	313004	1562	4784	8214	12728	0	16014	72	1994	1021758	82510	316126	233172	26	238	56710	18332	78616	74	56	5282	SF
157	1276	22	1310	730	154586	0	310144	770	151084	5044	129794	78	350	760650	3750	1033262	60596	712900	0	6	328	632	180	7220	250	216	24	12568	15886	58676	255770	64962	1220	1972	15132	3706	41074	14	122	15770	84	33754	32	84	5584	10878	17860	10108	66	954	1870	35476	11572	102	97496	99196	12940	82492	1874	683544	154	354326	1012	14	470	592	212	6	4	104	222	12	24	230	196	232	672	314	120	3362	8	966	1032	56	0	210	457170	3160	62	10	144	3120	538	2338	6	4	0	684	16	994	174	2152	1462	1640	0	76	150	172	290	144	26	478	106	2784	64	2106	368	850	990	292	952	1394	428	30650	200	2126	14	3620	28	406	18	682	112	196	78	26	23404	450	164	53408	738	72	100	131608	104500	348	54	278	224	0	3698	658	51028	378	602	4990	16244	112	4274	228096	3330	38	600	8088	722	790	2238	258	8	118	280	68	556	11504	86	2	0	58	834	1484	646	20	114	2	10	54	6	36	14	58	162	2	132	4	0	16	46	38	664	20	2	854	628	0	662	6	0	6	102	2	0	120	2	14	0	138	2	870	430	148	0	64	4	0	400	576	2350	0	0	0	96	0	2	2	8	4	0	12	644	36	0	0	2	566	60	0	26	34	2	36	60	2	4	4	6972	430	1202	122	8	72	2	12	286	162	16	516	14	406	126	134	14	8	16	14	526	2208	2406	119452	10	572	456	44	168	2844	346	3970	2002	72	122	3398	7082	704	12912	64	26	204	242	1186	116	36	6220	92	2430	66	8	978	2220	130	208	50	176	10	262	3894	29984	6248	1168	169572	186276	5174	45870	3596	12994	26	6352	118	96	336	118	7242	5354	94	1096	2	8128	98148	9942	2690	630	14436	48012	388	576	24534	52108	1032	10	6572	12	242	307436	13942	71862	14222	18	104	918	1734	11138	394	6662	1576	SF
458	178	100	0	42764	102668	86	4242040	1154	168140	4852	421718	7310	14	10275248	205300	242346	81122	1290138	4	104	1146	1290	580	1330	104	1656	226	66744	6594	532180	549168	814052	1414	4460	188006	83544	0	54	180	270280	100	2956	1110	54	178	78666	153954	16752	24	478	211700	2932708	3318	2412	2554	43230	1143134	19948	3998	639746	110	365518	8	468	156	146	952	10	6	92	1504	1484	168	4	3790	5202	718	90	184	692	2	57920	3054	30	0	2	2076	60	36	22	468	127102	10678	2234	0	2824	0	1708	18	15934	7198	3208	1800	8438	38	268	40	1124	124618	8	270	5596	880	3506	170	1472426	28786	316426	178	1438	5114	30858	1316	21280	200	11720	132	10644	246	25124	984	2178	2346	7342	24	408	38656	2102	5304	9304	4788	15048	6058	540	52000	5840	12998	130060	2022	34	5780	14774	5726	1406	926	542	518	19872	136682	3482	25712	2514	3202	27080	156598	3936	44374	3390	420	1748	716	334	52876	11308	300	72	16	156	40380	5642	380	92	356	518418	170	450	1864	235744	48628	3198	270	538	144146	1088	198	9014	56222	12764	1570	1582	532	258	1676	24	1938	116	176	10	5346	240	60	7366	90	192	368	322	10	12	5470	1146	20	672	128870	52	1018	286	2054	82	12	0	90	14	112	76	0	18	188	1420	322852	260	4	88	74	3446	598	78	2140	13478	472	8804	28	3460	10180	56	82	672	1478	1676	114	406	182	400	3908	680	98	6072	234	4064	574	274	32758	438	70	446	80	27446	126460	592	7018	920	1164	230	3528	12492	11634	65342	8228	388	1010	65000	176770	60784	274276	516	548	3516	898	44036	16674	9126	19214	1600	86820	9314	584	4684	70312	52524	52418	88	2158	356	1464	2590	13418	944	174154	366598	548	244	3454	1846	3050	222	2	532	286	2854	36	2428	26	12	3312	0	169748	338122	963880	641952	23500	1536	9554	129054	1150	11280	17154	63206	2	15314	136	12964	3410558	168626	1208086	8766	1494	224	16182	5286	1126034	278530	1376	3958	HC
476	36	98	4	14570	150	22	2776740	438	112082	1414	201518	402	0	10583410	25010	715300	185706	765818	0	173246	720	2012	522	1768	66	662	10	26954	3864	148762	389544	432934	110	7352	580674	704	2786	0	22	160486	32	3696	116	640	1248	540952	87324	1282	8	544	3084	1758118	8132	1072	348	20970	144144	29658	1302	272020	344	401062	2	540	54	302	978	0	20	14	1854	1456	104	70	576	866	2364	492	228	34	0	90752	3288	10	28	268	22	334	18	22	1005290	40460	4422	1370	0	574	12	90	6	700	574	1328	2448	6962	0	186	24	590	5000	0	138	4406	702	644	88	24188	6148	2208	1710	688	3620	48528	3484	31138	50	571998	98	6046	42	412	494	1908	1712	506	4	110	6004	2362	3516	43134	1578	258	636	3070	20826	120	692	972	1338	14	2730	83668	2280	244	726	10540	552	620	16582	7264	13954	228	922	36440	1572	3200	14386	1504	132	964	462	104	1058	7680	9620	0	0	86	148094	93866	12	0	736	0	16	180	58	238	47642	1138	26	78	216	10	72	44	34	228	988	352	78	482	538	2	1524	22	62	0	80	0	0	66	12	318	6	718	0	34	744	162	12	4	66	0	1246	84	2268	0	0	4	0	164	2	0	0	294	266	8	2908	4	116	0	14	1334	98	0	12	8	28	0	12	6	56	4	4888	112	368	920	58	394	32	44	1648	190	8	2896	90	496	72	120	4	23316	348	524	118	12312	76882	254	62	1214	582	108	436	4764	1362	173534	2352	40	202	180682	11792	1338	26286	136	130	5548	602	40584	3752	164	4310	1254	18732	1516	252	2052	6492	42	846	4	10	58	938	3162	20650	440	108698	2127856	8	658	98	1542	98136	10	104120	12	268	1072	10	8	88	6	1634	12	1042560	120266	1000908	25230	1208	10	5640	34	15626	1508	9032	15148	4	30	14	248	1414520	561108	1185314	66028	182	296	4798	5594	359736	458	244	1742	HC
463	74	162	0	12074	1700	6	673456	426	98216	168	117376	21270	16	5407140	6312	60874	222	819680	0	142	13254	2202	380	1392	28270	1982	96	59368	8202	29284	906720	135012	124	5202	119596	328	0	68	8	105790	20	4882	358	174	992	161038	165926	9280	8	60	2730	1150034	2834	508	1940	1880	223558	13466	3918	644896	18	304260	18	2240	68	15248	8102	1878	9382	22344	12354	2786	0	0	2058	8820	1314	1632	18	240	30	29406	2062	30	0	2	64	46	1044	0	100	15786	22046	3104	0	0	8	778	30	4002	498	1494	1834	3648	0	1782	1062	66	764	6	8	4468	120	140234	62	9516	6440	2132	2924	53480	9318	138466	20954	1683380	2400	112828	46	3372	111976	3274	86	2846	1390	136306	0	36	12460	788	4366	8452	1066	4748	1474	8464	95576	170	340	2926	13888	2	3538	18774	8892	550	758	3612	1378	556	13662	4610	212240	2274	5178	51830	375460	73294	9372	6972	60206	2034	864	152	48724	11430	14074	110	8	3654	258	12872	80	18	68	0	658	2176	732	1100	12838	502	10	256	592	966	30	155272	200556	6016	2080	572	10	12	1052	4	1490	324	8	100	96	20	8	816	44	358	50	1002	0	16	600	886	4	14	2	0	1838	114	984	312	202548	10	0	24	12	0	0	28	1074	402	202682	122	0	0	18	1114	236	22	12	30	6	20	186	26	26	0	378	36	112	1686	36	238	58	156	2450	238	24	1776	6	826	52	138	20	8182	108	142	288	534	30058	222	24	20134	1360	98	72	5434	2556	64360	1518	164	672	45786	91342	5836	31900	246	156	566	1622	5810	340	634	6608	962	16424	21738	334	1798	15466	46	468	10	28	20	686	3688	362	528	62234	1705968	12	26	1510	3768	22368	14	0	2	412	1900	14	260	778	2	2688	0	2282	33380	748036	23724	28794	536	2796	48	44	2618	2153952	10556	4	12	58	310	6029028	56198	769610	7434	21432	932	2204	2194094	370910	378580	408	3582	HC
138	212	560	22380	45298	42600	314	267590	3620	118494	2570	148954	996	16	1747712	315144	260266	1804	450794	238	20	12736	179014	206922	1746	92	203138	414	62652	9714	153922	587250	331382	256	4754	1994396	6256	30	1910	164	234784	588	1256	110	374	20	10282	625648	894	42	178	25196	1842886	2876	516	6552	110600	523014	12838	2474	112464	154	284208	18	2000	1710	75220	102884	9442	3816	11788	22666	4164	10	132	3154	14712	4630	1388	26096	90	22	19768	1430	280	2	4	10	1550	2526	0	432	3808	1608	624	4	16	228	750	28	16904	6524	2154	794	3318	4	248	84	954	549254	28	138598	6408	658	1332	744	8172	16736	37870	804	300298	4972	54032	2383330	15750	40	382130	424	131192	196	6276	2516	3816	42114	1280	0	2308	20204	1212	18054	1630	1350	1160	114	540	127772	552	704	119234	1824	40	2234	25050	2496	30916	538	658	330	2270	85200	7702	11468	194986	26992	20224	6960	2658	13158	4218	44	5376	1328	113216	35850	14658	1020712	92	52	42	42274	51090	354	7530	4214	1058	320	50540	1702	95914	680	13888	982	852	12472	314100	914	106600	26476	14888	1902	29754	1512	722	1842	3948	44766	736	596	57284	1236	596	252	1716	896	616	144802	1728	24	378	1208	93704	39888	574	40212	10	1402	110	1086	0	106	0	0	134	2026	1190686	404	356382	12	12	2886	170	2678	638	930	2350	762	52396	820	5704	2526	38	4	64	686	30982	390	198	668	1488	30336	104346	908	34144	279602	1466	2148	33634	74	8956	4668	308	60990	7288	198	153288	310	572	38980	234	1862	732	626	946	142	88164	14872	85934	1568	39318	14056	38532	32306	57688	159736	31634	514	11022	19586	31882	26146	15054	35796	37738	101370	21788	650	91262	28506	24720	42122	296	408	336	162430	550	3286	4794	433980	736268	20	2668	23068	798	34486	108370	30	10728	1406	6620	63872	3412	14	36	602	4	120492	261438	236848	75240	6096	34	31450	668	30	14386	5700540	71722	266	7262	76	40036	1275372	266328	397988	2306	204	5282	8038	2214	52406	32554	658	2686	SF
108	324	52	4	20950	19266	34	3241760	353542	116312	174	61424	21086	18	2465370	10474	17978	340	365282	34	0	19908	10462	856	696	814	918	36980	13226	3646	58858	373706	217686	80044	4516	233640	454	0	232	210	226050	244	1114	418	480	188	207566	305096	66698	52	824	19516	1396416	8466	922	6282	1392	309118	16658	2858	161704	38	753212	48	250	184	352	1416	12	4	18	204	328	3022	196	16236	544	416	42	64	76	28	4538	724	6	2	0	32	24	4	44	1016	20090	3088	164872	48	886	0	2758	20	6776	11800	3246	11248	35790	0	332	500	252	44644	22	40	17580	178	1426	146	479220	24404	4618	1446	188306	5780	17578	4288	14292	168	10134	80	16570	340	8096	332	2118	33600	3944	100	3192	2864	1116	1364	1038	216	246	2162	1058	47940	1692	500	6902	1968	172	2998	16682	4820	2420	2970	334	2464	3984	237670	4562	8608	988	9682	32644	3162	2410	22824	1460	364	892	1176	120	31578	16146	1470	62	0	48	14806	27440	184	2	374	4	70	29158	588	184192	346	227154	38	76	23452	34	20	1032	50	44	28	266	2436	50	1414	0	848	52	26	186	66	140	4	1088	14	74	6	336	4	948	1394	358	668	1444	28	2	1074	196	744	0	4	0	16	18	204	152	112	188	346	100	738	642	0	170	134	1502	8346	1106	432	34	60	38	50	34	16	16	78	476	1082	1580	276	794	286	778	9140	874	67914	123986	140	152028	1764	1796	40	8500	54	140	56	220	40736	1172	56	22860	35502	540	1246	157662	8388	185820	1296	9276	9258	78592	878014	45328	98852	24220	862	138314	3312	163514	8660	13934	52618	3626	371810	9440	258	219138	19422	180	1448	794	16666	240	8822	16250	742	405632	2358	558410	450	20	416	948	652164	0	0	102774	3136	2202	80	110	9376	22	3754	2	249384	506560	582578	7164	594	62	1346	226	190	1654	144022	26626	8	1544	1110	42	534686	957960	291884	61606	500	1002	3832	3922	104608	22054	332	164120	SF
