	Kingdom	Phylum	Class	Order	Family	Genus	Species
SV_550	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus						
SV_551	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_552	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-003						
SV_553	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_554	Bacteria:Actinobacteria:Actinobacteria:Frankiales:Geodermatophilaceae:Geodermatophilus						
SV_555	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas						
SV_556	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Dialister						
SV_557	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes						
SV_558	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Murdochiella						
SV_559	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium						
SV_560	Bacteria:Firmicutes:Clostridia:Clostridiales:NA:NA						
SV_561	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_562	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:NA						
SV_563	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_564	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Enhydrobacter						
SV_565	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Fastidiosipila						
SV_566	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7						
SV_567	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnoclostridium						
SV_568	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides						
SV_569	Bacteria:Bacteroidetes:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella						
SV_570	Bacteria:Bacteroidetes:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella						
SV_571	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Achromobacter						
SV_572	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Gallicola						
SV_573	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella						
SV_574	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Acidaminococcaceae:Succiniclasticum						
SV_575	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Muribaculaceae:NA						
SV_576	Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium						
SV_577	Bacteria:Actinobacteria:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium_1						
SV_578	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella						
SV_579	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_UCG-010						
SV_580	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas						
SV_581	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides						
SV_582	Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae:Christensenellaceae_R-7_group						
SV_583	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella						
SV_584	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Eremococcus						
SV_585	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_586	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Peptoniphilus						
SV_587	Bacteria:Actinobacteria:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium_1						
SV_588	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-002						
SV_589	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_590	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_591	Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Arcanobacterium						
SV_592	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-005						
SV_593	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinifilaceae:Odoribacter						
SV_594	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas						
SV_595	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Microbacteriaceae:NA						
SV_596	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides						
SV_597	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Fastidiosipila						
SV_598	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus_3						
SV_599	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Dielma						
SV_600	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnoclostridium						
SV_601	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas						
SV_602	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Dialister						
SV_603	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XIII:Family_XIII_AD3011_group						
SV_604	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides						
SV_605	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-002						
SV_606	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Burkholderia-Caballeronia-Paraburkholderia						
SV_607	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_608	Bacteria:Tenericutes:Mollicutes:Mollicutes_RF39:NA:NA						
SV_609	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae:Barnesiella						
SV_610	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides						
SV_611	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Murdochiella						
SV_612	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-005						
SV_613	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Adlercreutzia						
SV_614	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Neisseriaceae:NA						
SV_615	Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:NA						
SV_616	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Micrococcaceae:Rothia						
SV_617	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus						
SV_618	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:NA:NA						
SV_619	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Fastidiosipila						
SV_620	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides						
SV_621	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus						
SV_622	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminiclostridium_5						
SV_623	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_624	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Globicatella						
SV_625	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_2						
SV_626	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus						
SV_627	Bacteria:Firmicutes:Clostridia:Clostridiales:NA:NA						
SV_628	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnoclostridium						
SV_629	Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia						
SV_630	Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Arcanobacterium						
SV_631	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_NK4A136_group						
SV_632	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella						
SV_633	Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila						
SV_634	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_635	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Hungatella						
SV_636	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-004						
SV_637	Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae:NA						
SV_638	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_FCS020_group						
SV_639	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Peptoniphilus						
SV_640	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides						
SV_641	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnoclostridium						
SV_642	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-005						
SV_643	Bacteria:Bacteroidetes:Bacteroidia:Flavobacteriales:Weeksellaceae:Cloacibacterium						
SV_644	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_NK4A136_group						
SV_645	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinifilaceae:Butyricimonas						
SV_646	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-014						
SV_647	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter						
SV_648	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium						
SV_649	Bacteria:Epsilonbacteraeota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter						
SV_650	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Helcococcus						
SV_651	Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio						
SV_652	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Peptoniphilus						
SV_653	Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio						
SV_654	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Eisenbergiella						
SV_655	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes						
SV_656	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_NK4A136_group						
SV_657	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:Candidatus_Saccharimonas						
SV_658	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus_1						
SV_659	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Finegoldia						
SV_660	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-014						
SV_661	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus_1						
SV_662	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnoclostridium						
SV_663	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_664	Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces						
SV_665	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Tyzzerella_3						
SV_666	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter						
SV_667	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Micrococcaceae:Micrococcus						
SV_668	Bacteria:Actinobacteria:Actinobacteria:Propionibacteriales:Propionibacteriaceae:Propionimicrobium						
SV_669	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea						
SV_670	Bacteria:Tenericutes:Mollicutes:Mycoplasmatales:Mycoplasmataceae:Mycoplasma						
SV_671	Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio						
SV_672	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia						
SV_673	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Murdochiella						
SV_674	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira						
SV_675	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_UCG-004						
SV_676	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae_1:Clostridium_sensu_stricto_1						
SV_677	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Fournierella						
SV_678	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-014						
SV_679	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Megasphaera						
SV_680	Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Anoxybacillus						
SV_681	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Muribaculaceae:NA						
SV_682	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_NK4A214_group						
SV_683	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Peptoniphilus						
SV_684	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Erysipelatoclostridium						
SV_685	Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Pseudoramibacter						
SV_686	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_UCG-004						
SV_687	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia						
SV_688	Bacteria:Epsilonbacteraeota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter						
SV_689	Eukaryota:NA:NA:NA:NA:NA						
SV_690	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-005						
SV_691	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-014						
SV_692	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_693	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Sutterella						
SV_694	Bacteria:Firmicutes:Clostridia:Clostridiales:NA:NA						
SV_695	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas						
SV_696	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Fastidiosipila						
SV_697	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides						
SV_698	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_NK4A214_group						
SV_699	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Intestinimonas						
SV_700	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Parvimonas						
SV_701	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes						
SV_702	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Helcococcus						
SV_703	Bacteria:Proteobacteria:Alphaproteobacteria:Sphingomonadales:Sphingomonadaceae:Novosphingobium						
SV_704	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus						
SV_705	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Atopobiaceae:Olsenella						
SV_706	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_707	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_UCG-001						
SV_708	Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila						
SV_709	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas						
SV_710	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_711	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnoclostridium						
SV_712	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XIII:Mogibacterium						
SV_713	Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinotignum						
SV_714	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella						
SV_715	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Negativicoccus						
SV_716	Bacteria:Spirochaetes:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema_2						
SV_717	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Veillonella						
SV_718	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:NA:NA						
SV_719	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_720	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides						
SV_721	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Agathobacter						
SV_722	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella						
SV_723	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Subdoligranulum						
SV_724	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Helcococcus						
SV_725	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Muribaculaceae:NA						
SV_726	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Eisenbergiella						
SV_727	Bacteria:Cyanobacteria:Oxyphotobacteria:Chloroplast:NA:NA						
SV_728	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_729	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Solobacterium						
SV_730	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Parvimonas						
SV_731	Eukaryota:NA:NA:NA:NA:NA						
SV_732	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_733	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas						
SV_734	Bacteria:Bacteroidetes:Bacteroidia:Flavobacteriales:Weeksellaceae:Chryseobacterium						
SV_735	Bacteria:Cyanobacteria:Melainabacteria:Gastranaerophilales:NA:NA						
SV_736	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella						
SV_737	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Megasphaera						
SV_738	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Peptoniphilus						
SV_739	Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces						
SV_740	Bacteria:Epsilonbacteraeota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter						
SV_741	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminiclostridium_9						
SV_742	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_743	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Aerococcus						
SV_744	Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:NA:NA						
SV_745	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter						
SV_746	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia						
SV_747	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus_1						
SV_748	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:CAG-352						
SV_749	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas						
SV_750	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-014						
SV_751	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Acidaminococcaceae:Phascolarctobacterium						
SV_752	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Butyricicoccus						
SV_753	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_754	Bacteria:Proteobacteria:Alphaproteobacteria:Rhizobiales:Beijerinckiaceae:Methylobacterium						
SV_755	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Turicibacter						
SV_756	Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:NA						
SV_757	Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium						
SV_758	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Pediococcus						
SV_759	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Flavonifractor						
SV_760	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnoclostridium						
SV_761	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Butyricicoccus						
SV_762	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira						
SV_763	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:NA						
SV_764	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:NA:NA						
SV_765	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_766	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-014						
SV_767	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Microbacteriaceae:Leucobacter						
SV_768	Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia						
SV_769	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus_1						
SV_770	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Gallicola						
SV_771	Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae:Christensenellaceae_R-7_group						
SV_772	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Murdochiella						
SV_773	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-014						
SV_774	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-005						
SV_775	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Faecalitalea						
SV_776	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XIII:NA						
SV_777	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas						
SV_778	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_UCG-001						
SV_779	Bacteria:Bacteroidetes:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella						
SV_780	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:DTU089						
SV_781	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:NA						
SV_782	Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia						
SV_783	Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces						
SV_784	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:GCA-900066575						
SV_785	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_AC2044_group						
SV_786	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminiclostridium_9						
SV_787	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia						
SV_788	Bacteria:Proteobacteria:Gammaproteobacteria:Betaproteobacteriales:Burkholderiaceae:Schlegelella						
SV_789	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_NK4A136_group						
SV_790	Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Pseudoxanthomonas						
SV_791	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_792	Bacteria:Proteobacteria:Alphaproteobacteria:Rhodobacterales:Rhodobacteraceae:Paracoccus						
SV_793	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-002						
SV_794	NA:NA:NA:NA:NA:NA						
SV_795	Bacteria:Firmicutes:Bacilli:NA:NA:NA						
SV_796	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Dermabacteraceae:Helcobacillus						
SV_797	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XIII:Mogibacterium						
SV_798	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_799	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:NA						
SV_800	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia						
SV_801	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia						
SV_802	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-013						
SV_803	Bacteria:Tenericutes:Mollicutes:Mollicutes_RF39:NA:NA						
SV_804	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcaceae_UCG-002						
SV_805	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus						
SV_806	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XIII:Family_XIII_UCG-001						
SV_807	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Veillonella						
SV_808	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Fastidiosipila						
SV_809	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Fastidiosipila						
SV_810	Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospiraceae_UCG-009						
SV_811	Bacteria:Actinobacteria:Actinobacteria:Micrococcales:Microbacteriaceae:Pseudoclavibacter						
SV_812	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:NA:NA						
SV_813	Bacteria:Firmicutes:Erysipelotrichia:Erysipelotrichales:Erysipelotrichaceae:Merdibacter						
SV_814	Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillibacter						
SV_815	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Helcococcus						
SV_816	Bacteria:Proteobacteria:Alphaproteobacteria:Rhizobiales:Beijerinckiaceae:Methylobacterium						
SV_817	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Anaeroglobus						
SV_818	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Muribaculaceae:NA						
